"","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7"
"1924be815fe011ef1032ace52f8bd1ac","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__Spirosoma","D_6__uncultured bacterium"
"8276d8eca140f2cb4528c2316d691dd5","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__Spirosoma",NA
"16b5e4b019413cd1a1d612c3b19daf7e","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__Spirosoma","D_6__uncultured bacterium"
"b9ef8f81a932cc6fc0c356ab8a708fc7","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__Spirosoma",NA
"e478d17df1cc3f66fbc697c3184b3c4f","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__Spirosoma","D_6__uncultured bacterium"
"ab68232cd7284447790acba390f95ea2","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__Spirosoma","D_6__uncultured bacterium"
"8b151a5dc5add92a0370fda60af12925","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__Spirosoma","D_6__uncultured bacterium"
"f1985859c552cece38358e3c6d8929af","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__Larkinella",NA
"d4eb5e5d18a77553e0e022b667a227d0","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__Larkinella","D_6__uncultured bacterium"
"b66c65913e60e7a9e2f6b8d42886c316","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Microscillaceae","D_5__Siphonobacter","D_6__Siphonobacter aquaeclarae"
"a66527358d1fc94f89fb632338c95c59","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Microscillaceae","D_5__Flexibacter",NA
"a767379f39e48c82134aebaad26281b8","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Microscillaceae","D_5__Flexibacter",NA
"0dafe79279fc5cb2068811c13c38c737","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__Flectobacillus",NA
"13e4b0fadb1ab79a3c2bb8b21603889d","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__Arcicella",NA
"fc6e332037edba6cda0043ad88e1a6c4","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__Arcicella","D_6__uncultured bacterium"
"3536e2db2d3c164885ced5abc5450399","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Spirosomaceae","D_5__Arcicella","D_6__uncultured bacterium"
"78963b1b77299e337c22851d92186da5","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Hymenobacteraceae","D_5__Adhaeribacter","D_6__uncultured bacterium"
"4f0e4745a7fed570bcd8c51fb5594ffa","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Cytophagaceae","D_5__Cytophaga","D_6__Hypsibius dujardini"
"97a123afd3ba0a8edc365986f6197ff5","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Cytophagaceae","D_5__Cytophaga","D_6__uncultured bacterium"
"dfdf336c9976b37d2eab5510e5c52d47","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Microscillaceae","D_5__uncultured","D_6__uncultured Flexibacteraceae bacterium"
"7cd7741113ff224795adce047c8d3350","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Microscillaceae","D_5__Chryseolinea",NA
"42dcf8f4b85e0e7604b94ebff7ae9bef","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Microscillaceae","D_5__uncultured",NA
"3c2630bb6b891749bf9d13e165155705","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Microscillaceae","D_5__uncultured","D_6__uncultured bacterium"
"a2be4b045df15603137442342540b29d","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Microscillaceae","D_5__uncultured",NA
"3c111e2092410bd41f6f4f2efd2176ac","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Microscillaceae","D_5__uncultured","D_6__uncultured Flexibacter sp."
"f1384e656b0fd397f58fcb75a101b639","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Microscillaceae","D_5__uncultured",NA
"443c1e28bec04e6e5cfd7f70551feb78","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Microscillaceae","D_5__OLB12","D_6__uncultured bacterium"
"971769c68231ce99071bd4c30ab9a6da","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Microscillaceae","D_5__OLB12","D_6__uncultured bacterium"
"8825cd311b98404220c30489d9d42474","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Hymenobacteraceae","D_5__Adhaeribacter",NA
"1ce4f17896287ff6e31f463647b448f1","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Hymenobacteraceae","D_5__Hymenobacter",NA
"8b676be3eda98df695c8eaf1a89dbae5","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Hymenobacteraceae","D_5__Hymenobacter","D_6__Siccationidurans occulans"
"0297c85e4e283e3a91b2f1d5fcc00e90","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Hymenobacteraceae","D_5__Hymenobacter",NA
"19df02d26c6effb6aa8951482167fb00","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Hymenobacteraceae","D_5__Hymenobacter","D_6__uncultured bacterium"
"80ceebfdfb2329ad26e38050fafd5438","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Hymenobacteraceae","D_5__Hymenobacter",NA
"4b3b05ffa8375ebad11c37831d0b9699","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Cytophagales","D_4__Hymenobacteraceae","D_5__Hymenobacter",NA
"bfc4a3b2f12cef7e5d55f49739fc70d7","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales",NA,NA,NA
"434c66a1fe26595c3753b0c4e82defb8","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Prevotellaceae","D_5__Prevotella 2","D_6__Prevotella shahii DSM 15611 = JCM 12083"
"10d2a61d5b3f7e5db7132c24b6169d2c","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Prevotellaceae","D_5__Prevotella","D_6__Prevotella sp. oral taxon 299 str. F0039"
"1ecf778339d10c422406343478275d34","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Prevotellaceae","D_5__Prevotella 6","D_6__uncultured bacterium"
"3ca726bc685f54e989c13c59cc633991","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Prevotellaceae","D_5__Prevotella 6","D_6__uncultured bacterium"
"1c2deca5f948e8ad5ecb3e3f78c82db1","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Prevotellaceae","D_5__Prevotella 7",NA
"b16fa23880b57907e329b82ddd9bec42","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Prevotellaceae","D_5__Prevotella 7",NA
"321927f55e906812db482996bb9e4b87","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Prevotellaceae","D_5__Prevotella 7","D_6__Prevotella melaninogenica"
"040b1ab5b026b8b7c77744cb29c6ca7b","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Prevotellaceae","D_5__Prevotella 7","D_6__Prevotella melaninogenica"
"63c53dabd6044e926d23607807321533","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides",NA
"b470334f2a65156701c07d8a435ee5ce","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__Bacteroides sp. PFB2-24"
"8f2e52145c46024498b699c902264ff7","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides",NA
"1426f46bea9e2d901cd8a89cb26afa0c","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__uncultured",NA
"20e911c690cb956e379315689f5c0820","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__uncultured","D_6__uncultured Bacteroidetes bacterium"
"e01f5281e4bccd7aa1763f7b237d2465","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__uncultured","D_6__uncultured Bacteroidetes bacterium"
"bc60fc4f9ce31fbbcb13d722c3ed2703","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__Blattella germanica (German cockroach)"
"3ec0871ca720f7a55a1e645f9b018e2c","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides",NA
"41414c67b8e4ded4ce1be9e331fcdc39","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__Blattella germanica (German cockroach)"
"419e7508ad6f990c84fb359d7dc8ecab","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__Blattella germanica (German cockroach)"
"97c7562b45133d2a32126a2ff57da3f9","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__Blattella germanica (German cockroach)"
"aeccdfb81973c727e43b71044c9d80c1","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured Bacteroidetes bacterium"
"c71a586c42716317016725ed7db85e79","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured Bacteroidetes bacterium"
"75c72dbf583e6b857d481348c59a58c0","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured Bacteroidetes bacterium"
"7c76c4592199ce1c62209e422b9207da","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides",NA
"d43a881a28a0a1644077b7fea7b7359e","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides",NA
"e88ef4de8aa7b40011aeb49f08422130","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides","D_6__uncultured Bacteroidetes bacterium"
"43c1e18eafce95f73a8a97155ad12309","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Bacteroidaceae","D_5__Bacteroides",NA
"e00b9bbe90bd77b5fe4490eb70dd42a7","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas",NA
"3640148c0b5326aa0bf3b099f3f5b1ea","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas","D_6__uncultured Bacteroidales bacterium"
"966eeddc79cf3006c78986c2f345eab8","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas","D_6__uncultured Bacteroidetes bacterium"
"e15e30c3cc031ba0467ef2030c2605e0","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas","D_6__uncultured bacterium"
"75082eb72e1740ce9359bfecf8c334d3","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas",NA
"2ea2e3191770a21974f2d9ca1728aa8c","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas",NA
"07c0bb0322348f777b4b30ab91f4ad9e","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas","D_6__uncultured bacterium"
"953342273b4bde7e5c284118a0f568aa","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas","D_6__uncultured bacterium"
"488c50097b0136cd4fbb4a183e69c9f8","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas","D_6__uncultured Porphyromonadaceae bacterium"
"0f838deec307ae940524e52b4086f57f","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas","D_6__uncultured organism"
"13168d1fc11fc0ae115231b2c91197e7","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas","D_6__uncultured Porphyromonadaceae bacterium"
"6be234196c66ff5bf6b71fb38da101a4","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas",NA
"338593a0621fb2c58ac8273260638872","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas",NA
"baa4d55203e8f291eb6668220b6276dc","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas",NA
"de8c62e71a9261f5afb99daaa181aad9","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Dysgonomonadaceae","D_5__Dysgonomonas",NA
"bf60dde4c5aae37e728d2b3cec1bafa8","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales",NA,NA,NA
"6a0a65bd4ff5f2d395cab2ffcff07100","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides","D_6__uncultured bacterium"
"9e06ff8f82499e1f457e55e8a7157d0d","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Porphyromonadaceae","D_5__Porphyromonas",NA
"736b3829ed79352567de2670dc8de4e3","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Porphyromonadaceae","D_5__Porphyromonas","D_6__Porphyromonas sp. HMSC077F02"
"ed38353a7a507030f614867980a9060f","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Porphyromonadaceae","D_5__Porphyromonas",NA
"fac02b402b02b5d297507cc4ec157ffe","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__uncultured","D_6__uncultured bacterium"
"06930a5a677ce62fbf09be7cfa72581b","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__uncultured",NA
"52ab96642c7743be060586ca7a6b57b5","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA
"7766785dfa73d63693bc61694342f4cb","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA
"8a4ad9e287b07a23fca8a93c128b1ca4","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA
"be26cd752a712b332db1438811053d24","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA
"bd4947bc99ffd56b49d47d2602073042","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA
"b1a5a0ce49c371a4b16981d03a9c26d4","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides","D_6__Gryllus firmus"
"c57107bbecb7b9a47a2312aee376b1bc","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides","D_6__Gryllus firmus"
"a01ea8e312497339ff86e84f01f35d0e","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae",NA,NA
"3f0f4ae9d067525f88886518f74aff1e","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA
"120bb00b868b6da2ebd3723fb315dfba","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA
"cbe75da6538b9b790f200e149385ba16","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA
"fe27ba144544ec4d3c6259ab3c903351","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Tannerellaceae","D_5__Parabacteroides",NA
"ec62f5ab04d9c4ebc9aa3850f7e776c5","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Porphyromonadaceae","D_5__Porphyromonas",NA
"027a27b499d739db26f36f025b42d0ec","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Marinifilaceae","D_5__Odoribacter","D_6__uncultured bacterium"
"24beb9000ec010ae3b9fa7ce3b0ba847","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Marinifilaceae","D_5__Odoribacter","D_6__uncultured bacterium"
"832d1966bbb98282fba215e33e17d186","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__M2PB4-61 termite group","D_6__uncultured Bacteroidales bacterium"
"6ed9387cda1fadcc859125d82e2af665","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__Rikenellaceae RC9 gut group","D_6__uncultured organism"
"3c04fb709dd359f8a5eb4f8e20ca84b9","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales",NA,NA,NA
"86445fcca3be8e4ac2b7cadbb7481e6a","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia",NA,NA,NA,NA
"b14dc06a3313ea8bb507e585e4168baf","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia",NA,NA,NA,NA
"f76a4fe2cec8af8d639eb3c85004a737","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__vadinHA21","D_5__uncultured bacterium","D_6__uncultured bacterium"
"d1463465aa82ce54d7ce75b8c7d059bd","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Flavobacteriales","D_4__Crocinitomicaceae","D_5__Crocinitomix","D_6__metagenome"
"c84e1b35b2923583a647383d7aafd3e7","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__uncultured","D_6__uncultured Rikenellaceae bacterium"
"c91dac8525b398b86448861c9a6fb603","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Bacteroidales","D_4__Rikenellaceae","D_5__uncultured","D_6__uncultured Rikenellaceae bacterium"
"210a94befae0131eef615f30a80e9c19","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Mucilaginibacter","D_6__Mucilaginibacter sp. UR6-1"
"ac3a54b362d250fd986ec018848218e6","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Pedobacter",NA
"3246cae65b9a646eb6d765d2da0fe938","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Mucilaginibacter",NA
"c07a7d791092e71e4378c78e7f0936e8","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Mucilaginibacter",NA
"d8b59e25671a38fd2229e0dfd7da0d5a","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Mucilaginibacter",NA
"f7a9619e290ee5163090d71258b8d398","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Mucilaginibacter",NA
"bbf7e6ab69c3938c983dacee39103dd0","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Mucilaginibacter",NA
"bf786f12909d822cc3fd7bad347280c3","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Mucilaginibacter",NA
"fa100b0d0549f86f645c1d971761f860","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Mucilaginibacter",NA
"8dfbed36e932313e51f12c81e295df0a","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Mucilaginibacter",NA
"53383f05adc21c84437ff2127e1cb42c","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Mucilaginibacter",NA
"f4f8bd8b602209744f53da9c04e15d13","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Mucilaginibacter",NA
"0b85717ea48b4161020c1dab5c62f8ea","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Mucilaginibacter",NA
"ed57c912cabf8e0ca1d5e97a14f2cec0","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Pedobacter",NA
"8afd439a6997d234000ebd0d9c3fdeb5","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Pedobacter",NA
"f16ae0613c8fedf9e44e50f293fd2228","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Pedobacter",NA
"6eb306636d59065bf916242218c8f1e7","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Pedobacter",NA
"f27f9713a791f347393cd6bdb901ae55","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Pedobacter",NA
"65bf596294c353f7be5b9210e7f0deb2","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Pedobacter","D_6__uncultured bacterium"
"1a4101371bb6de31a1bc82bd4f07091f","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae",NA,NA
"0b032427aa748d440d6ed18851bd1e5b","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Nubsella","D_6__uncultured bacterium"
"e5ccdf1346ba6c419a8294c11adc104c","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Pedobacter",NA
"3b3fc7fa086b74f2311791621c598440","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Pedobacter",NA
"5b11aeb78385b0c7dd48e3b0f7dd58ad","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Pedobacter",NA
"f4904b552d533f8fc4ce6707638790e9","D_0__Bacteria","D_1__Bacteroidetes","D_2__Bacteroidia","D_3__Sphingobacteriales","D_4__Sphingobacteriaceae","D_5__Pedobacter",NA
